"Abundant Maw";["EMN"];[];8.0;"Creature — Eldrazi Leech";["Creature"];"6";"4";"{8}";
"Abyssal Gatekeeper";["DDC","DVD","TD0","WTH"];["B"];2.0;"Creature — Horror";["Creature"];"1";"1";"{1}{B}";
"Abyssal Horror";["7ED","S99","USG"];["B"];6.0;"Creature — Horror";["Creature"];"2";"2";"{4}{B}{B}";
"Abyssal Hunter";["6ED","MIR"];["B"];4.0;"Creature — Human Assassin";["Creature"];"1";"1";"{3}{B}";
"Abyssal Nightstalker";["P02"];["B"];4.0;"Creature — Nightstalker";["Creature"];"2";"2";"{3}{B}";
"Abyssal Nocturnus";["GPT"];["B"];3.0;"Creature — Horror";["Creature"];"2";"2";"{1}{B}{B}";
"Abyssal Persecutor";["C14","IMA","PZ1","WWK"];["B"];4.0;"Creature — Demon";["Creature"];"6";"6";"{2}{B}{B}";
"Abyssal Specter";["5ED","6ED","7ED","8ED","BRB","DDC","DKM","DPA","DVD","ICE","MM3","PS11"];["B"];4.0;"Creature — Specter";["Creature"];"2";"3";"{2}{B}{B}";
"Abzan Advantage";["FRF"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Abzan Ascendancy";["KTK","PKTK"];["B","G","W"];3.0;"Enchantment";["Enchantment"];;;"{W}{B}{G}";
"Abzan Banner";["KTK"];[];3.0;"Artifact";["Artifact"];;;"{3}";
"Abzan Battle Priest";["IMA","KTK"];["W"];4.0;"Creature — Human Cleric";["Creature"];"3";"2";"{3}{W}";
"Abzan Beastmaster";["F15","FRF","PRM"];["G"];3.0;"Creature — Hound Shaman";["Creature"];"2";"1";"{2}{G}";
"Abzan Charm";["C16","KTK"];["B","G","W"];3.0;"Instant";["Instant"];;;"{W}{B}{G}";
"Abzan Falconer";["C16","CM2","IMA","KTK"];["W"];3.0;"Creature — Human Soldier";["Creature"];"2";"3";"{2}{W}";
"Abzan Guide";["KTK"];["B","G","W"];6.0;"Creature — Human Warrior";["Creature"];"4";"4";"{3}{W}{B}{G}";
"Abzan Kin-Guard";["FRF"];["G"];4.0;"Creature — Human Warrior";["Creature"];"3";"3";"{3}{G}";
"Abzan Runemark";["FRF"];["W"];3.0;"Enchantment — Aura";["Enchantment"];;;"{2}{W}";
"Abzan Skycaptain";["FRF"];["W"];4.0;"Creature — Bird Soldier";["Creature"];"2";"2";"{3}{W}";
"Academy Drake";["DOM"];["U"];3.0;"Creature — Drake";["Creature"];"2";"2";"{2}{U}";
"Academy Elite";["C16","CNS","VMA"];["U"];4.0;"Creature — Human Wizard";["Creature"];"0";"0";"{3}{U}";
"Academy Journeymage";["DOM"];["U"];5.0;"Creature — Human Wizard";["Creature"];"3";"2";"{4}{U}";
"Academy Raider";["M14"];["R"];3.0;"Creature — Human Warrior";["Creature"];"1";"1";"{2}{R}";
"Academy Rector";["UDS","WC00"];["W"];4.0;"Creature — Human Cleric";["Creature"];"1";"2";"{3}{W}";
"Academy Researchers";["10E","USG"];["U"];3.0;"Creature — Human Wizard";["Creature"];"2";"2";"{1}{U}{U}";
"Academy Ruins";["MMA","TSP"];[];0.0;"Legendary Land";["Land"];;;;
"Accelerate";["TOR"];["R"];2.0;"Instant";["Instant"];;;"{1}{R}";
"Accelerated Mutation";["SCG"];["G"];5.0;"Instant";["Instant"];;;"{3}{G}{G}";
"Acceptable Losses";["ODY"];["R"];4.0;"Sorcery";["Sorcery"];;;"{3}{R}";
"Accessories to Murder";["UST"];[];0.0;"Artifact — Contraption";["Artifact"];;;;
"Accomplished Automaton";["KLD"];[];7.0;"Artifact Creature — Construct";["Artifact","Creature"];"5";"7";"{7}";
"Accorder Paladin";["MBS"];["W"];2.0;"Creature — Human Knight";["Creature"];"3";"1";"{1}{W}";
"Accorder's Shield";["M14","SOM"];[];0.0;"Artifact — Equipment";["Artifact"];;;;
"Accumulated Knowledge";["A25","DDO","F04","NEM","PRM","WC01"];["U"];2.0;"Instant";["Instant"];;;"{1}{U}";
"Accursed Centaur";["ONS"];["B"];1.0;"Creature — Zombie Centaur";["Creature"];"2";"2";"{B}";
"Accursed Horde";["HOU"];["B"];4.0;"Creature — Zombie";["Creature"];"3";"3";"{3}{B}";
"Accursed Spirit";["M14","M15"];["B"];4.0;"Creature — Spirit";["Creature"];"3";"2";"{3}{B}";
"Acid Rain";["LEG","ME4"];["U"];4.0;"Sorcery";["Sorcery"];;;"{3}{U}";
"Acid Web Spider";["SOM"];["G"];5.0;"Creature — Spider";["Creature"];"3";"5";"{3}{G}{G}";
"Acid-Spewer Dragon";["DTK"];["B"];6.0;"Creature — Dragon";["Creature"];"3";"3";"{5}{B}";
"Acidic Dagger";["MIR"];[];4.0;"Artifact";["Artifact"];;;"{4}";
"Acidic Slime";["C13","C15","C18","CM2","CMA","CMD","DDM","F12","M10","M11","M12","M13","PRM"];["G"];5.0;"Creature — Ooze";["Creature"];"2";"2";"{3}{G}{G}";
"Acidic Sliver";["H09","STH","TPR"];["B","R"];2.0;"Creature — Sliver";["Creature"];"2";"2";"{B}{R}";
"Acidic Soil";["USG"];["R"];3.0;"Sorcery";["Sorcery"];;;"{2}{R}";
"Acolyte of Xathrid";["M10","PS11"];["B"];1.0;"Creature — Human Cleric";["Creature"];"0";"1";"{B}";
"Acolyte of the Inferno";["ORI"];["R"];3.0;"Creature — Human Monk";["Creature"];"3";"1";"{2}{R}";
"Acolyte's Reward";["BNG"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Acorn Catapult";["CMD"];[];4.0;"Artifact";["Artifact"];;;"{4}";
"Acorn Harvest";["TOR"];["G"];4.0;"Sorcery";["Sorcery"];;;"{3}{G}";
"Acquire";["5DN","PI14"];["U"];5.0;"Sorcery";["Sorcery"];;;"{3}{U}{U}";
"Acridian";["USG"];["G"];2.0;"Creature — Insect";["Creature"];"2";"4";"{1}{G}";
"Acrobatic Maneuver";["KLD"];["W"];3.0;"Instant";["Instant"];;;"{2}{W}";
"Act of Aggression";["C15","NPH"];["R"];5.0;"Instant";["Instant"];;;"{3}{R/P}{R/P}";
"Act of Authority";["C13"];["W"];3.0;"Enchantment";["Enchantment"];;;"{1}{W}{W}";
"Act of Heroism";["A25","HOU"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Act of Treason";["A25","DDN","DPA","GTC","KTK","M10","M11","M12","M14","M19","ORI","PS11","RNA"];["R"];3.0;"Sorcery";["Sorcery"];;;"{2}{R}";
"Act on Impulse";["M15"];["R"];3.0;"Sorcery";["Sorcery"];;;"{2}{R}";
"Active Volcano";["CHR","LEG","ME3"];["R"];1.0;"Instant";["Instant"];;;"{R}";
"Ad Nauseam";["ALA"];["B"];5.0;"Instant";["Instant"];;;"{3}{B}{B}";
"Adamant Will";["DOM"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Adamaro, First to Desire";["SOK"];["R"];3.0;"Legendary Creature — Spirit";["Creature"];"*";"*";"{1}{R}{R}";
"Adanto Vanguard";["XLN"];["W"];2.0;"Creature — Vampire Soldier";["Creature"];"1";"1";"{1}{W}";
"Adaptive Automaton";["E02","M12"];[];3.0;"Artifact Creature — Construct";["Artifact","Creature"];"2";"2";"{3}";
"Adaptive Snapjaw";["GTC"];["G"];5.0;"Creature — Lizard Beast";["Creature"];"6";"2";"{4}{G}";
"Adarkar Sentinel";["ICE","ME2"];[];5.0;"Artifact Creature — Soldier";["Artifact","Creature"];"3";"3";"{5}";
"Adarkar Unicorn";["ICE"];["W"];3.0;"Creature — Unicorn";["Creature"];"2";"2";"{1}{W}{W}";
"Adarkar Valkyrie";["C14","C18","CSP","MMA"];["W"];6.0;"Snow Creature — Angel";["Creature"];"4";"5";"{4}{W}{W}";
"Adarkar Wastes";["10E","5ED","6ED","7ED","9ED","ICE","PTC","WC00"];[];0.0;"Land";["Land"];;;;
"Adarkar Windform";["CSP"];["U"];5.0;"Snow Creature — Illusion";["Creature"];"3";"3";"{4}{U}";
"Adder-Staff Boggart";["LRW"];["R"];2.0;"Creature — Goblin Warrior";["Creature"];"2";"1";"{1}{R}";
"Addle";["INV","VMA","WC01"];["B"];2.0;"Sorcery";["Sorcery"];;;"{1}{B}";
"Adeliz, the Cinder Wind";["DOM","PDOM"];["R","U"];3.0;"Legendary Creature — Human Wizard";["Creature"];"2";"2";"{1}{U}{R}";
"Admiral Beckett Brass";["PXLN","XLN"];["B","R","U"];4.0;"Legendary Creature — Human Pirate";["Creature"];"3";"3";"{1}{U}{B}{R}";
"Admiral's Order";["PRIX","RIX"];["U"];3.0;"Instant";["Instant"];;;"{1}{U}{U}";
"Admonition Angel";["WWK"];["W"];6.0;"Creature — Angel";["Creature"];"6";"6";"{3}{W}{W}{W}";
"Adorned Pouncer";["HOU","PHOU","PRM"];["W"];2.0;"Creature — Cat";["Creature"];"1";"1";"{1}{W}";
"Adriana's Valor";["CN2"];[];0.0;"Conspiracy";["Conspiracy"];;;;
"Adriana, Captain of the Guard";["CN2","PZ2"];["R","W"];5.0;"Legendary Creature — Human Knight";["Creature"];"4";"4";"{3}{R}{W}";
"Adun Oakenshield";["LEG","ME1"];["B","G","R"];3.0;"Legendary Creature — Human Knight";["Creature"];"1";"2";"{B}{R}{G}";
"Advance Scout";["BRB","TMP"];["W"];2.0;"Creature — Human Soldier Scout";["Creature"];"1";"1";"{1}{W}";
"Advanced Hoverguard";["5DN"];["U"];4.0;"Creature — Drone";["Creature"];"2";"2";"{3}{U}";
"Advanced Stitchwing";["EMN","GNT"];["U"];5.0;"Creature — Zombie Horror";["Creature"];"3";"4";"{3}{U}{U}";
"Advantageous Proclamation";["CNS"];[];0.0;"Conspiracy";["Conspiracy"];;;;
"Advent of the Wurm";["DGM","GK1","MM3"];["G","W"];4.0;"Instant";["Instant"];;;"{1}{G}{G}{W}";
"Adventurers' Guildhouse";["LEG"];[];0.0;"Land";["Land"];;;;
"Adventuring Gear";["ZEN"];[];1.0;"Artifact — Equipment";["Artifact"];;;"{1}";
"Adventurous Impulse";["DOM"];["G"];1.0;"Sorcery";["Sorcery"];;;"{G}";
"Adverse Conditions";["BFZ"];[];4.0;"Instant";["Instant"];;;"{3}{U}";
"Advice from the Fae";["SHM"];["U"];6.0;"Sorcery";["Sorcery"];;;"{2/U}{2/U}{2/U}";
"Advocate of the Beast";["M14"];["G"];3.0;"Creature — Elf Shaman";["Creature"];"2";"3";"{2}{G}";
"Aegis Angel";["E01","M12","M15","ORI","W16"];["W"];6.0;"Creature — Angel";["Creature"];"5";"5";"{4}{W}{W}";
"Aegis Automaton";["AER"];[];2.0;"Artifact Creature — Construct";["Artifact","Creature"];"0";"3";"{2}";
"Aegis of Honor";["ODY"];["W"];1.0;"Enchantment";["Enchantment"];;;"{W}";
"Aegis of the Gods";["JOU"];["W"];2.0;"Enchantment Creature — Human Soldier";["Enchantment","Creature"];"2";"1";"{1}{W}";
"Aegis of the Heavens";["M19"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Aegis of the Meek";["ICE"];[];3.0;"Artifact";["Artifact"];;;"{3}";
"Aeolipile";["FEM","ME2","PTC"];[];2.0;"Artifact";["Artifact"];;;"{2}";
"Aeon Chronicler";["C16","DDM","PLC"];["U"];5.0;"Creature — Avatar";["Creature"];"*";"*";"{3}{U}{U}";
"Aerathi Berserker";["LEG"];["R"];5.0;"Creature — Human Berserker";["Creature"];"2";"4";"{2}{R}{R}{R}";
"Aerial Caravan";["MMQ"];["U"];6.0;"Creature — Human Soldier";["Creature"];"4";"3";"{4}{U}{U}";
"Aerial Engineer";["M19"];["U","W"];4.0;"Creature — Human Artificer";["Creature"];"2";"4";"{2}{W}{U}";
"Aerial Formation";["JOU"];["U"];1.0;"Instant";["Instant"];;;"{U}";
"Aerial Guide";["HOU"];["U"];3.0;"Creature — Drake";["Creature"];"2";"2";"{2}{U}";
"Aerial Maneuver";["GTC"];["W"];2.0;"Instant";["Instant"];;;"{1}{W}";
"Aerial Modification";["AER"];["W"];5.0;"Enchantment — Aura";["Enchantment"];;;"{4}{W}";
"Aerial Predation";["IMA","RTR"];["G"];3.0;"Instant";["Instant"];;;"{2}{G}";
"Aerial Responder";["E01","GNT","KLD"];["W"];3.0;"Creature — Dwarf Soldier";["Creature"];"2";"3";"{1}{W}{W}";
"Aerial Toastmaster";["UST"];["W"];4.0;"Artifact Creature — Cyborg Rigger";["Artifact","Creature"];"3";"2";"{3}{W}";
"Aerial Volley";["ORI"];["G"];1.0;"Instant";["Instant"];;;"{G}";
"Aerie Bowmasters";["DTK"];["G"];4.0;"Creature — Hound Archer";["Creature"];"3";"4";"{2}{G}{G}";
"Aerie Mystics";["C13","CMA","CON"];["W"];5.0;"Creature — Bird Wizard";["Creature"];"3";"3";"{4}{W}";
"Aerie Ouphes";["EVE"];["G"];5.0;"Creature — Ouphe";["Creature"];"3";"3";"{4}{G}";
"Aerie Worshippers";["BNG"];["U"];4.0;"Creature — Human Cleric";["Creature"];"2";"4";"{3}{U}";
"Aeromunculus";["RNA"];["G","U"];3.0;"Creature — Homunculus Mutant";["Creature"];"2";"3";"{1}{G}{U}";
"Aeronaut Admiral";["AER"];["W"];4.0;"Creature — Human Pilot";["Creature"];"3";"1";"{3}{W}";
"Aeronaut Tinkerer";["M15","PURL"];["U"];3.0;"Creature — Human Artificer";["Creature"];"2";"3";"{2}{U}";
"Aesthetic Consultation";["UNH"];["B"];1.0;"Instant";["Instant"];;;"{B}";
"Aesthetic Consultation (b)";["UNH"];["B"];1.0;"Instant";["Instant"];;;"{B}";
"Aesthir Glider";["ALL","ATH","DOM","ME4"];[];3.0;"Artifact Creature — Bird Construct";["Artifact","Creature"];"2";"1";"{3}";
"Aether Adept";["DDM","M11","M12"];["U"];3.0;"Creature — Human Wizard";["Creature"];"2";"2";"{1}{U}{U}";
"Aether Barrier";["NEM"];["U"];3.0;"Enchantment";["Enchantment"];;;"{2}{U}";
"Aether Burst";["ODY"];["U"];2.0;"Instant";["Instant"];;;"{1}{U}";
"Aether Charge";["ONS"];["R"];5.0;"Enchantment";["Enchantment"];;;"{4}{R}";
"Aether Chaser";["AER"];["R"];2.0;"Creature — Human Artificer";["Creature"];"2";"1";"{1}{R}";
"Aether Figment";["DDM","ZEN"];["U"];2.0;"Creature — Illusion";["Creature"];"1";"1";"{1}{U}";
"Aether Flash";["6ED","7ED","WTH"];["R"];4.0;"Enchantment";["Enchantment"];;;"{2}{R}{R}";
"Aether Gale";["C14","C18","E02"];["U"];5.0;"Sorcery";["Sorcery"];;;"{3}{U}{U}";
"Aether Herder";["AER"];["G"];4.0;"Creature — Elf Artificer Druid";["Creature"];"3";"3";"{3}{G}";
"Aether Hub";["F17","KLD","PRM"];[];0.0;"Land";["Land"];;;;
"Aether Inspector";["AER"];["W"];4.0;"Creature — Dwarf Artificer";["Creature"];"2";"3";"{3}{W}";
"Aether Meltdown";["KLD"];["U"];2.0;"Enchantment — Aura";["Enchantment"];;;"{1}{U}";
"Aether Membrane";["DDI","PLC"];["R"];3.0;"Creature — Wall";["Creature"];"0";"5";"{1}{R}{R}";
"Aether Mutation";["APC","VMA"];["G","U"];5.0;"Sorcery";["Sorcery"];;;"{3}{G}{U}";
"Aether Poisoner";["AER"];["B"];2.0;"Creature — Human Artificer";["Creature"];"1";"1";"{1}{B}";
"Aether Rift";["INV"];["G","R"];3.0;"Enchantment";["Enchantment"];;;"{1}{R}{G}";
"Aether Searcher";["CNS"];[];7.0;"Artifact Creature — Construct";["Artifact","Creature"];"6";"4";"{7}";
"Aether Shockwave";["PSAL","SOK"];["W"];4.0;"Instant";["Instant"];;;"{3}{W}";
"Aether Snap";["C14","DST"];["B"];5.0;"Sorcery";["Sorcery"];;;"{3}{B}{B}";
"Aether Spellbomb";["ARC","DDF","MMA","MRD"];[];1.0;"Artifact";["Artifact"];;;"{1}";
"Aether Sting";["UDS"];["R"];4.0;"Enchantment";["Enchantment"];;;"{3}{R}";
"Aether Storm";["5ED","HML","ME2","PRM"];["U"];4.0;"Enchantment";["Enchantment"];;;"{3}{U}";
"Aether Swooper";["AER"];["U"];2.0;"Creature — Vedalken Artificer";["Creature"];"1";"2";"{1}{U}";
"Aether Theorist";["KLD"];["U"];2.0;"Creature — Vedalken Rogue";["Creature"];"1";"3";"{1}{U}";
"Aether Tide";["EXO"];["U"];1.0;"Sorcery";["Sorcery"];;;"{X}{U}";
"Aether Tradewinds";["CNS","KLD","WWK"];["U"];3.0;"Instant";["Instant"];;;"{2}{U}";
"Aether Tunnel";["M19"];["U"];2.0;"Enchantment — Aura";["Enchantment"];;;"{1}{U}";
"Aether Vial";["DST","IMA","MMA","MPS","TD0","V10"];[];1.0;"Artifact";["Artifact"];;;"{1}";
"Aether Web";["TSP"];["G"];2.0;"Enchantment — Aura";["Enchantment"];;;"{1}{G}";
"Aetherborn Marauder";["KLD"];["B"];4.0;"Creature — Aetherborn Rogue";["Creature"];"2";"2";"{3}{B}";
"Aetherflame Wall";["TSP"];["R"];2.0;"Creature — Wall";["Creature"];"0";"4";"{1}{R}";
"Aetherflux Reservoir";["KLD","PKLD"];[];4.0;"Artifact";["Artifact"];;;"{4}";
"Aethergeode Miner";["AER","PAER"];["W"];2.0;"Creature — Dwarf Scout";["Creature"];"3";"1";"{1}{W}";
"Aetherize";["C15","DDO","GTC","IMA"];["U"];4.0;"Instant";["Instant"];;;"{3}{U}";
"Aetherling";["DGM"];["U"];6.0;"Creature — Shapeshifter";["Creature"];"4";"5";"{4}{U}{U}";
"Aethermage's Touch";["C13","C18","CMA","DIS","MM3"];["U","W"];4.0;"Instant";["Instant"];;;"{2}{W}{U}";
"Aetherplasm";["GPT"];["U"];4.0;"Creature — Illusion";["Creature"];"1";"1";"{2}{U}{U}";
"Aethershield Artificer";["M19"];["W"];4.0;"Creature — Dwarf Artificer";["Creature"];"3";"3";"{3}{W}";
"Aethersnatch";["C15","PZ1"];["U"];6.0;"Instant";["Instant"];;;"{4}{U}{U}";
"Aethersnipe";["CMD","DD2","JVC","LRW","MM2","MMA","UMA"];["U"];6.0;"Creature — Elemental";["Creature"];"4";"4";"{5}{U}";
"Aethersphere Harvester";["AER","PAER"];[];3.0;"Artifact — Vehicle";["Artifact"];;;"{3}";
"Aetherspouts";["M15"];["U"];5.0;"Instant";["Instant"];;;"{3}{U}{U}";
"Aethersquall Ancient";["KLD","PKLD"];["U"];7.0;"Creature — Leviathan";["Creature"];"6";"6";"{5}{U}{U}";
"Aetherstorm Roc";["KLD","PKLD"];["W"];4.0;"Creature — Bird";["Creature"];"3";"3";"{2}{W}{W}";
"Aetherstream Leopard";["AER"];["G"];3.0;"Creature — Cat";["Creature"];"2";"3";"{2}{G}";
"Aethertide Whale";["AER","PAER"];["U"];6.0;"Creature — Whale";["Creature"];"6";"4";"{4}{U}{U}";
"Aethertorch Renegade";["KLD"];["R"];3.0;"Creature — Human Rogue";["Creature"];"1";"2";"{2}{R}";
"Aethertow";["MM3","SHM"];["U","W"];4.0;"Instant";["Instant"];;;"{3}{W/U}";
"Aetherwind Basker";["AER","PAER"];["G"];7.0;"Creature — Lizard";["Creature"];"7";"7";"{4}{G}{G}{G}";
"Aetherworks Marvel";["KLD","PKLD"];[];4.0;"Legendary Artifact";["Artifact"];;;"{4}";
"Affa Guard Hound";["CN2","DDP","ROE"];["W"];3.0;"Creature — Hound";["Creature"];"2";"2";"{2}{W}";
"Affa Protector";["OGW"];["W"];3.0;"Creature — Human Soldier Ally";["Creature"];"1";"4";"{2}{W}";
"Affectionate Indrik";["GRN"];["G"];6.0;"Creature — Beast";["Creature"];"4";"4";"{5}{G}";
"Afflict";["10E","ODY"];["B"];3.0;"Instant";["Instant"];;;"{2}{B}";
"Afiya Grove";["MIR"];["G"];2.0;"Enchantment";["Enchantment"];;;"{1}{G}";
"Afterlife";["C14","CMD","MIR","MMQ","VMA"];["W"];3.0;"Instant";["Instant"];;;"{2}{W}";
"Aftershock";["TMP","TPR","VMA"];["R"];4.0;"Sorcery";["Sorcery"];;;"{2}{R}{R}";
"Agadeem Occultist";["WWK"];["B"];3.0;"Creature — Human Shaman Ally";["Creature"];"0";"2";"{2}{B}";
"Ageless Entity";["DDH","DST"];["G"];5.0;"Creature — Elemental";["Creature"];"4";"4";"{3}{G}{G}";
"Ageless Sentinels";["SCG"];["W"];4.0;"Creature — Wall";["Creature"];"4";"4";"{3}{W}";
"Agent of Acquisitions";["CNS"];[];2.0;"Artifact Creature — Construct";["Artifact","Creature"];"2";"1";"{2}";
"Agent of Erebos";["JOU"];["B"];4.0;"Enchantment Creature — Zombie";["Enchantment","Creature"];"2";"2";"{3}{B}";
"Agent of Horizons";["THS"];["G"];3.0;"Creature — Human Rogue";["Creature"];"3";"2";"{2}{G}";
"Agent of Masks";["GPT","MM3"];["B","W"];5.0;"Creature — Human Advisor";["Creature"];"2";"3";"{3}{W}{B}";
"Agent of Shauku";["PCY"];["B"];2.0;"Creature — Human Mercenary";["Creature"];"1";"1";"{1}{B}";
"Agent of Stromgald";["ALL"];["R"];1.0;"Creature — Human Knight";["Creature"];"1";"1";"{R}";
"Agent of the Fates";["THS"];["B"];3.0;"Creature — Human Assassin";["Creature"];"3";"2";"{1}{B}{B}";
"Aggravate";["AVR"];["R"];5.0;"Instant";["Instant"];;;"{3}{R}{R}";
"Aggravated Assault";["E02","MP2","ONS"];["R"];3.0;"Enchantment";["Enchantment"];;;"{2}{R}";
"Aggression";["ICE"];["R"];3.0;"Enchantment — Aura";["Enchantment"];;;"{2}{R}";
"Aggressive Instinct";["GS1","PZ2"];["G"];2.0;"Sorcery";["Sorcery"];;;"{1}{G}";
"Aggressive Mammoth";["M19"];["G"];6.0;"Creature — Elephant";["Creature"];"8";"8";"{3}{G}{G}{G}";
"Aggressive Mining";["M15"];["R"];4.0;"Enchantment";["Enchantment"];;;"{3}{R}";
"Aggressive Urge";["10E","INV","RIX"];["G"];2.0;"Instant";["Instant"];;;"{1}{G}";
"Agility";["MIR"];["R"];2.0;"Enchantment — Aura";["Enchantment"];;;"{1}{R}";
"Agonizing Demise";["DDH","INV"];["B"];4.0;"Instant";["Instant"];;;"{3}{B}";
"Agonizing Memories";["10E","6ED","7ED","WTH"];["B"];4.0;"Sorcery";["Sorcery"];;;"{2}{B}{B}";
"Agony Warp";["ALA","ARC","MM2","MM3"];["B","U"];2.0;"Instant";["Instant"];;;"{U}{B}";
"Agoraphobia";["DDM","GTC"];["U"];2.0;"Enchantment — Aura";["Enchantment"];;;"{1}{U}";
"Agrus Kos, Wojek Veteran";["GK1","RAV"];["R","W"];5.0;"Legendary Creature — Human Soldier";["Creature"];"3";"3";"{3}{R}{W}";
"Ahn-Crop Champion";["AKH"];["G","W"];4.0;"Creature — Human Warrior";["Creature"];"4";"4";"{2}{G}{W}";
"Ahn-Crop Crasher";["AKH"];["R"];3.0;"Creature — Minotaur Warrior";["Creature"];"3";"2";"{2}{R}";
"Aid from the Cowl";["AER","PAER"];["G"];5.0;"Enchantment";["Enchantment"];;;"{3}{G}{G}";
"Aim High";["BBD","SOI"];["G"];2.0;"Instant";["Instant"];;;"{1}{G}";
"Ainok Artillerist";["DTK"];["G"];3.0;"Creature — Hound Archer";["Creature"];"4";"1";"{2}{G}";
"Ainok Bond-Kin";["IMA","KTK"];["W"];2.0;"Creature — Hound Soldier";["Creature"];"2";"1";"{1}{W}";
"Ainok Guide";["FRF"];["G"];2.0;"Creature — Hound Scout";["Creature"];"1";"1";"{1}{G}";
"Ainok Survivalist";["A25","DTK"];["G"];2.0;"Creature — Hound Shaman";["Creature"];"2";"1";"{1}{G}";
