"abyssal hunter";["6ed","mir"];["b"];4.0;"creature — human assassin";["creature"];"1";"1";"{3}{b}";
"abyssal nightstalker";["p02"];["b"];4.0;"creature — nightstalker";["creature"];"2";"2";"{3}{b}";
"abyssal nocturnus";["gpt"];["b"];3.0;"creature — horror";["creature"];"2";"2";"{1}{b}{b}";
"abyssal persecutor";["c14","ima","pz1","wwk"];["b"];4.0;"creature — demon";["creature"];"6";"6";"{2}{b}{b}";
"abyssal specter";["5ed","6ed","7ed","8ed","brb","ddc","dkm","dpa","dvd","ice","mm3","ps11"];["b"];4.0;"creature — specter";["creature"];"2";"3";"{2}{b}{b}";
"abzan advantage";["frf"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"abzan ascendancy";["ktk","pktk"];["b","g","w"];3.0;"enchantment";["enchantment"];;;"{w}{b}{g}";
"abzan banner";["ktk"];[];3.0;"artifact";["artifact"];;;"{3}";
"abzan battle priest";["ima","ktk"];["w"];4.0;"creature — human cleric";["creature"];"3";"2";"{3}{w}";
"abzan beastmaster";["f15","frf","prm"];["g"];3.0;"creature — hound shaman";["creature"];"2";"1";"{2}{g}";
"abzan charm";["c16","ktk"];["b","g","w"];3.0;"instant";["instant"];;;"{w}{b}{g}";
"abzan falconer";["c16","cm2","ima","ktk"];["w"];3.0;"creature — human soldier";["creature"];"2";"3";"{2}{w}";
"abzan guide";["ktk"];["b","g","w"];6.0;"creature — human warrior";["creature"];"4";"4";"{3}{w}{b}{g}";
"abzan kin-guard";["frf"];["g"];4.0;"creature — human warrior";["creature"];"3";"3";"{3}{g}";
"abzan runemark";["frf"];["w"];3.0;"enchantment — aura";["enchantment"];;;"{2}{w}";
"abzan skycaptain";["frf"];["w"];4.0;"creature — bird soldier";["creature"];"2";"2";"{3}{w}";
"academy drake";["dom"];["u"];3.0;"creature — drake";["creature"];"2";"2";"{2}{u}";
"academy elite";["c16","cns","vma"];["u"];4.0;"creature — human wizard";["creature"];"0";"0";"{3}{u}";
"academy journeymage";["dom"];["u"];5.0;"creature — human wizard";["creature"];"3";"2";"{4}{u}";
"academy raider";["m14"];["r"];3.0;"creature — human warrior";["creature"];"1";"1";"{2}{r}";
"academy rector";["uds","wc00"];["w"];4.0;"creature — human cleric";["creature"];"1";"2";"{3}{w}";
"academy researchers";["10e","usg"];["u"];3.0;"creature — human wizard";["creature"];"2";"2";"{1}{u}{u}";
"academy ruins";["mma","tsp"];[];0.0;"legendary land";["land"];;;;
"accelerate";["tor"];["r"];2.0;"instant";["instant"];;;"{1}{r}";
"accelerated mutation";["scg"];["g"];5.0;"instant";["instant"];;;"{3}{g}{g}";
"acceptable losses";["ody"];["r"];4.0;"sorcery";["sorcery"];;;"{3}{r}";
"accessories to murder";["ust"];[];0.0;"artifact — contraption";["artifact"];;;;
"accomplished automaton";["kld"];[];7.0;"artifact creature — construct";["artifact","creature"];"5";"7";"{7}";
"accorder paladin";["mbs"];["w"];2.0;"creature — human knight";["creature"];"3";"1";"{1}{w}";
"accorder's shield";["m14","som"];[];0.0;"artifact — equipment";["artifact"];;;;
"accumulated knowledge";["a25","ddo","f04","nem","prm","wc01"];["u"];2.0;"instant";["instant"];;;"{1}{u}";
"accursed centaur";["ons"];["b"];1.0;"creature — zombie centaur";["creature"];"2";"2";"{b}";
"accursed horde";["hou"];["b"];4.0;"creature — zombie";["creature"];"3";"3";"{3}{b}";
"accursed spirit";["m14","m15"];["b"];4.0;"creature — spirit";["creature"];"3";"2";"{3}{b}";
"acid rain";["leg","me4"];["u"];4.0;"sorcery";["sorcery"];;;"{3}{u}";
"acid web spider";["som"];["g"];5.0;"creature — spider";["creature"];"3";"5";"{3}{g}{g}";
"acid-spewer dragon";["dtk"];["b"];6.0;"creature — dragon";["creature"];"3";"3";"{5}{b}";
"acidic dagger";["mir"];[];4.0;"artifact";["artifact"];;;"{4}";
"acidic slime";["c13","c15","c18","cm2","cma","cmd","ddm","f12","m10","m11","m12","m13","prm"];["g"];5.0;"creature — ooze";["creature"];"2";"2";"{3}{g}{g}";
"acidic sliver";["h09","sth","tpr"];["b","r"];2.0;"creature — sliver";["creature"];"2";"2";"{b}{r}";
"acidic soil";["usg"];["r"];3.0;"sorcery";["sorcery"];;;"{2}{r}";
"acolyte of xathrid";["m10","ps11"];["b"];1.0;"creature — human cleric";["creature"];"0";"1";"{b}";
"acolyte of the inferno";["ori"];["r"];3.0;"creature — human monk";["creature"];"3";"1";"{2}{r}";
"acolyte's reward";["bng"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"acorn catapult";["cmd"];[];4.0;"artifact";["artifact"];;;"{4}";
"acorn harvest";["tor"];["g"];4.0;"sorcery";["sorcery"];;;"{3}{g}";
"acquire";["5dn","pi14"];["u"];5.0;"sorcery";["sorcery"];;;"{3}{u}{u}";
"acridian";["usg"];["g"];2.0;"creature — insect";["creature"];"2";"4";"{1}{g}";
"acrobatic maneuver";["kld"];["w"];3.0;"instant";["instant"];;;"{2}{w}";
"act of aggression";["c15","nph"];["r"];5.0;"instant";["instant"];;;"{3}{r/p}{r/p}";
"act of authority";["c13"];["w"];3.0;"enchantment";["enchantment"];;;"{1}{w}{w}";
"act of heroism";["a25","hou"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"act of treason";["a25","ddn","dpa","gtc","ktk","m10","m11","m12","m14","m19","ori","ps11","rna"];["r"];3.0;"sorcery";["sorcery"];;;"{2}{r}";
"act on impulse";["m15"];["r"];3.0;"sorcery";["sorcery"];;;"{2}{r}";
"active volcano";["chr","leg","me3"];["r"];1.0;"instant";["instant"];;;"{r}";
"ad nauseam";["ala"];["b"];5.0;"instant";["instant"];;;"{3}{b}{b}";
"adamant will";["dom"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"adamaro, first to desire";["sok"];["r"];3.0;"legendary creature — spirit";["creature"];"*";"*";"{1}{r}{r}";
"adanto vanguard";["xln"];["w"];2.0;"creature — vampire soldier";["creature"];"1";"1";"{1}{w}";
"adaptive automaton";["e02","m12"];[];3.0;"artifact creature — construct";["artifact","creature"];"2";"2";"{3}";
"adaptive snapjaw";["gtc"];["g"];5.0;"creature — lizard beast";["creature"];"6";"2";"{4}{g}";
"adarkar sentinel";["ice","me2"];[];5.0;"artifact creature — soldier";["artifact","creature"];"3";"3";"{5}";
"adarkar unicorn";["ice"];["w"];3.0;"creature — unicorn";["creature"];"2";"2";"{1}{w}{w}";
"adarkar valkyrie";["c14","c18","csp","mma"];["w"];6.0;"snow creature — angel";["creature"];"4";"5";"{4}{w}{w}";
"adarkar wastes";["10e","5ed","6ed","7ed","9ed","ice","ptc","wc00"];[];0.0;"land";["land"];;;;
"adarkar windform";["csp"];["u"];5.0;"snow creature — illusion";["creature"];"3";"3";"{4}{u}";
"adder-staff boggart";["lrw"];["r"];2.0;"creature — goblin warrior";["creature"];"2";"1";"{1}{r}";
"addle";["inv","vma","wc01"];["b"];2.0;"sorcery";["sorcery"];;;"{1}{b}";
"adeliz, the cinder wind";["dom","pdom"];["r","u"];3.0;"legendary creature — human wizard";["creature"];"2";"2";"{1}{u}{r}";
"admiral beckett brass";["pxln","xln"];["b","r","u"];4.0;"legendary creature — human pirate";["creature"];"3";"3";"{1}{u}{b}{r}";
"admiral's order";["prix","rix"];["u"];3.0;"instant";["instant"];;;"{1}{u}{u}";
"admonition angel";["wwk"];["w"];6.0;"creature — angel";["creature"];"6";"6";"{3}{w}{w}{w}";
"adorned pouncer";["hou","phou","prm"];["w"];2.0;"creature — cat";["creature"];"1";"1";"{1}{w}";
"adriana's valor";["cn2"];[];0.0;"conspiracy";["conspiracy"];;;;
"adriana, captain of the guard";["cn2","pz2"];["r","w"];5.0;"legendary creature — human knight";["creature"];"4";"4";"{3}{r}{w}";
"adun oakenshield";["leg","me1"];["b","g","r"];3.0;"legendary creature — human knight";["creature"];"1";"2";"{b}{r}{g}";
"advance scout";["brb","tmp"];["w"];2.0;"creature — human soldier scout";["creature"];"1";"1";"{1}{w}";
"advanced hoverguard";["5dn"];["u"];4.0;"creature — drone";["creature"];"2";"2";"{3}{u}";
"advanced stitchwing";["emn","gnt"];["u"];5.0;"creature — zombie horror";["creature"];"3";"4";"{3}{u}{u}";
"advantageous proclamation";["cns"];[];0.0;"conspiracy";["conspiracy"];;;;
"advent of the wurm";["dgm","gk1","mm3"];["g","w"];4.0;"instant";["instant"];;;"{1}{g}{g}{w}";
"adventurers' guildhouse";["leg"];[];0.0;"land";["land"];;;;
"adventuring gear";["zen"];[];1.0;"artifact — equipment";["artifact"];;;"{1}";
"adventurous impulse";["dom"];["g"];1.0;"sorcery";["sorcery"];;;"{g}";
"adverse conditions";["bfz"];[];4.0;"instant";["instant"];;;"{3}{u}";
"advice from the fae";["shm"];["u"];6.0;"sorcery";["sorcery"];;;"{2/u}{2/u}{2/u}";
"advocate of the beast";["m14"];["g"];3.0;"creature — elf shaman";["creature"];"2";"3";"{2}{g}";
"aegis angel";["e01","m12","m15","ori","w16"];["w"];6.0;"creature — angel";["creature"];"5";"5";"{4}{w}{w}";
"aegis automaton";["aer"];[];2.0;"artifact creature — construct";["artifact","creature"];"0";"3";"{2}";
"aegis of honor";["ody"];["w"];1.0;"enchantment";["enchantment"];;;"{w}";
"aegis of the gods";["jou"];["w"];2.0;"enchantment creature — human soldier";["enchantment","creature"];"2";"1";"{1}{w}";
"aegis of the heavens";["m19"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"aegis of the meek";["ice"];[];3.0;"artifact";["artifact"];;;"{3}";
"aeolipile";["fem","me2","ptc"];[];2.0;"artifact";["artifact"];;;"{2}";
"aeon chronicler";["c16","ddm","plc"];["u"];5.0;"creature — avatar";["creature"];"*";"*";"{3}{u}{u}";
"aerathi berserker";["leg"];["r"];5.0;"creature — human berserker";["creature"];"2";"4";"{2}{r}{r}{r}";
"aerial caravan";["mmq"];["u"];6.0;"creature — human soldier";["creature"];"4";"3";"{4}{u}{u}";
"aerial engineer";["m19"];["u","w"];4.0;"creature — human artificer";["creature"];"2";"4";"{2}{w}{u}";
"aerial formation";["jou"];["u"];1.0;"instant";["instant"];;;"{u}";
"aerial guide";["hou"];["u"];3.0;"creature — drake";["creature"];"2";"2";"{2}{u}";
"aerial maneuver";["gtc"];["w"];2.0;"instant";["instant"];;;"{1}{w}";
"aerial modification";["aer"];["w"];5.0;"enchantment — aura";["enchantment"];;;"{4}{w}";
"aerial predation";["ima","rtr"];["g"];3.0;"instant";["instant"];;;"{2}{g}";
"aerial responder";["e01","gnt","kld"];["w"];3.0;"creature — dwarf soldier";["creature"];"2";"3";"{1}{w}{w}";
"aerial toastmaster";["ust"];["w"];4.0;"artifact creature — cyborg rigger";["artifact","creature"];"3";"2";"{3}{w}";
"aerial volley";["ori"];["g"];1.0;"instant";["instant"];;;"{g}";
"aerie bowmasters";["dtk"];["g"];4.0;"creature — hound archer";["creature"];"3";"4";"{2}{g}{g}";
"aerie mystics";["c13","cma","con"];["w"];5.0;"creature — bird wizard";["creature"];"3";"3";"{4}{w}";
"aerie ouphes";["eve"];["g"];5.0;"creature — ouphe";["creature"];"3";"3";"{4}{g}";
"aerie worshippers";["bng"];["u"];4.0;"creature — human cleric";["creature"];"2";"4";"{3}{u}";
"aeromunculus";["rna"];["g","u"];3.0;"creature — homunculus mutant";["creature"];"2";"3";"{1}{g}{u}";
"aeronaut admiral";["aer"];["w"];4.0;"creature — human pilot";["creature"];"3";"1";"{3}{w}";
"aeronaut tinkerer";["m15","purl"];["u"];3.0;"creature — human artificer";["creature"];"2";"3";"{2}{u}";
"aesthetic consultation";["unh"];["b"];1.0;"instant";["instant"];;;"{b}";
"aesthetic consultation (b)";["unh"];["b"];1.0;"instant";["instant"];;;"{b}";
"aesthir glider";["all","ath","dom","me4"];[];3.0;"artifact creature — bird construct";["artifact","creature"];"2";"1";"{3}";
"aether adept";["ddm","m11","m12"];["u"];3.0;"creature — human wizard";["creature"];"2";"2";"{1}{u}{u}";
"aether barrier";["nem"];["u"];3.0;"enchantment";["enchantment"];;;"{2}{u}";
"aether burst";["ody"];["u"];2.0;"instant";["instant"];;;"{1}{u}";
"aether charge";["ons"];["r"];5.0;"enchantment";["enchantment"];;;"{4}{r}";
"aether chaser";["aer"];["r"];2.0;"creature — human artificer";["creature"];"2";"1";"{1}{r}";
"aether figment";["ddm","zen"];["u"];2.0;"creature — illusion";["creature"];"1";"1";"{1}{u}";
"aether flash";["6ed","7ed","wth"];["r"];4.0;"enchantment";["enchantment"];;;"{2}{r}{r}";
"aether gale";["c14","c18","e02"];["u"];5.0;"sorcery";["sorcery"];;;"{3}{u}{u}";
"aether herder";["aer"];["g"];4.0;"creature — elf artificer druid";["creature"];"3";"3";"{3}{g}";
"aether hub";["f17","kld","prm"];[];0.0;"land";["land"];;;;
"aether inspector";["aer"];["w"];4.0;"creature — dwarf artificer";["creature"];"2";"3";"{3}{w}";
"aether meltdown";["kld"];["u"];2.0;"enchantment — aura";["enchantment"];;;"{1}{u}";
"aether membrane";["ddi","plc"];["r"];3.0;"creature — wall";["creature"];"0";"5";"{1}{r}{r}";
"aether mutation";["apc","vma"];["g","u"];5.0;"sorcery";["sorcery"];;;"{3}{g}{u}";
"aether poisoner";["aer"];["b"];2.0;"creature — human artificer";["creature"];"1";"1";"{1}{b}";
"aether rift";["inv"];["g","r"];3.0;"enchantment";["enchantment"];;;"{1}{r}{g}";
"aether searcher";["cns"];[];7.0;"artifact creature — construct";["artifact","creature"];"6";"4";"{7}";
"aether shockwave";["psal","sok"];["w"];4.0;"instant";["instant"];;;"{3}{w}";
"aether snap";["c14","dst"];["b"];5.0;"sorcery";["sorcery"];;;"{3}{b}{b}";
"aether spellbomb";["arc","ddf","mma","mrd"];[];1.0;"artifact";["artifact"];;;"{1}";
"aether sting";["uds"];["r"];4.0;"enchantment";["enchantment"];;;"{3}{r}";
"aether storm";["5ed","hml","me2","prm"];["u"];4.0;"enchantment";["enchantment"];;;"{3}{u}";
"aether swooper";["aer"];["u"];2.0;"creature — vedalken artificer";["creature"];"1";"2";"{1}{u}";
"aether theorist";["kld"];["u"];2.0;"creature — vedalken rogue";["creature"];"1";"3";"{1}{u}";
"aether tide";["exo"];["u"];1.0;"sorcery";["sorcery"];;;"{x}{u}";
"aether tradewinds";["cns","kld","wwk"];["u"];3.0;"instant";["instant"];;;"{2}{u}";
"aether tunnel";["m19"];["u"];2.0;"enchantment — aura";["enchantment"];;;"{1}{u}";
"aether vial";["dst","ima","mma","mps","td0","v10"];[];1.0;"artifact";["artifact"];;;"{1}";
"aether web";["tsp"];["g"];2.0;"enchantment — aura";["enchantment"];;;"{1}{g}";
"aetherborn marauder";["kld"];["b"];4.0;"creature — aetherborn rogue";["creature"];"2";"2";"{3}{b}";
"aetherflame wall";["tsp"];["r"];2.0;"creature — wall";["creature"];"0";"4";"{1}{r}";
"aetherflux reservoir";["kld","pkld"];[];4.0;"artifact";["artifact"];;;"{4}";
"aethergeode miner";["aer","paer"];["w"];2.0;"creature — dwarf scout";["creature"];"3";"1";"{1}{w}";
"aetherize";["c15","ddo","gtc","ima"];["u"];4.0;"instant";["instant"];;;"{3}{u}";
"aetherling";["dgm"];["u"];6.0;"creature — shapeshifter";["creature"];"4";"5";"{4}{u}{u}";
"aethermage's touch";["c13","c18","cma","dis","mm3"];["u","w"];4.0;"instant";["instant"];;;"{2}{w}{u}";
"aetherplasm";["gpt"];["u"];4.0;"creature — illusion";["creature"];"1";"1";"{2}{u}{u}";
"aethershield artificer";["m19"];["w"];4.0;"creature — dwarf artificer";["creature"];"3";"3";"{3}{w}";
"aethersnatch";["c15","pz1"];["u"];6.0;"instant";["instant"];;;"{4}{u}{u}";
"aethersnipe";["cmd","dd2","jvc","lrw","mm2","mma","uma"];["u"];6.0;"creature — elemental";["creature"];"4";"4";"{5}{u}";
"aethersphere harvester";["aer","paer"];[];3.0;"artifact — vehicle";["artifact"];;;"{3}";
"aetherspouts";["m15"];["u"];5.0;"instant";["instant"];;;"{3}{u}{u}";
"aethersquall ancient";["kld","pkld"];["u"];7.0;"creature — leviathan";["creature"];"6";"6";"{5}{u}{u}";
"aetherstorm roc";["kld","pkld"];["w"];4.0;"creature — bird";["creature"];"3";"3";"{2}{w}{w}";
"aetherstream leopard";["aer"];["g"];3.0;"creature — cat";["creature"];"2";"3";"{2}{g}";
"aethertide whale";["aer","paer"];["u"];6.0;"creature — whale";["creature"];"6";"4";"{4}{u}{u}";
"aethertorch renegade";["kld"];["r"];3.0;"creature — human rogue";["creature"];"1";"2";"{2}{r}";
"aethertow";["mm3","shm"];["u","w"];4.0;"instant";["instant"];;;"{3}{w/u}";
"aetherwind basker";["aer","paer"];["g"];7.0;"creature — lizard";["creature"];"7";"7";"{4}{g}{g}{g}";
"aetherworks marvel";["kld","pkld"];[];4.0;"legendary artifact";["artifact"];;;"{4}";
"affa guard hound";["cn2","ddp","roe"];["w"];3.0;"creature — hound";["creature"];"2";"2";"{2}{w}";
"affa protector";["ogw"];["w"];3.0;"creature — human soldier ally";["creature"];"1";"4";"{2}{w}";
"affectionate indrik";["grn"];["g"];6.0;"creature — beast";["creature"];"4";"4";"{5}{g}";
"afflict";["10e","ody"];["b"];3.0;"instant";["instant"];;;"{2}{b}";
"afiya grove";["mir"];["g"];2.0;"enchantment";["enchantment"];;;"{1}{g}";
"afterlife";["c14","cmd","mir","mmq","vma"];["w"];3.0;"instant";["instant"];;;"{2}{w}";
"aftershock";["tmp","tpr","vma"];["r"];4.0;"sorcery";["sorcery"];;;"{2}{r}{r}";
"agadeem occultist";["wwk"];["b"];3.0;"creature — human shaman ally";["creature"];"0";"2";"{2}{b}";
"ageless entity";["ddh","dst"];["g"];5.0;"creature — elemental";["creature"];"4";"4";"{3}{g}{g}";
"ageless sentinels";["scg"];["w"];4.0;"creature — wall";["creature"];"4";"4";"{3}{w}";
"agent of acquisitions";["cns"];[];2.0;"artifact creature — construct";["artifact","creature"];"2";"1";"{2}";
"agent of erebos";["jou"];["b"];4.0;"enchantment creature — zombie";["enchantment","creature"];"2";"2";"{3}{b}";
"agent of horizons";["ths"];["g"];3.0;"creature — human rogue";["creature"];"3";"2";"{2}{g}";
"agent of masks";["gpt","mm3"];["b","w"];5.0;"creature — human advisor";["creature"];"2";"3";"{3}{w}{b}";
"agent of shauku";["pcy"];["b"];2.0;"creature — human mercenary";["creature"];"1";"1";"{1}{b}";
"agent of stromgald";["all"];["r"];1.0;"creature — human knight";["creature"];"1";"1";"{r}";
"agent of the fates";["ths"];["b"];3.0;"creature — human assassin";["creature"];"3";"2";"{1}{b}{b}";
"aggravate";["avr"];["r"];5.0;"instant";["instant"];;;"{3}{r}{r}";
"aggravated assault";["e02","mp2","ons"];["r"];3.0;"enchantment";["enchantment"];;;"{2}{r}";
"aggression";["ice"];["r"];3.0;"enchantment — aura";["enchantment"];;;"{2}{r}";
"aggressive instinct";["gs1","pz2"];["g"];2.0;"sorcery";["sorcery"];;;"{1}{g}";
"aggressive mammoth";["m19"];["g"];6.0;"creature — elephant";["creature"];"8";"8";"{3}{g}{g}{g}";
"aggressive mining";["m15"];["r"];4.0;"enchantment";["enchantment"];;;"{3}{r}";
"aggressive urge";["10e","inv","rix"];["g"];2.0;"instant";["instant"];;;"{1}{g}";
"agility";["mir"];["r"];2.0;"enchantment — aura";["enchantment"];;;"{1}{r}";
"agonizing demise";["ddh","inv"];["b"];4.0;"instant";["instant"];;;"{3}{b}";
"agonizing memories";["10e","6ed","7ed","wth"];["b"];4.0;"sorcery";["sorcery"];;;"{2}{b}{b}";
"agony warp";["ala","arc","mm2","mm3"];["b","u"];2.0;"instant";["instant"];;;"{u}{b}";
"agoraphobia";["ddm","gtc"];["u"];2.0;"enchantment — aura";["enchantment"];;;"{1}{u}";
"agrus kos, wojek veteran";["gk1","rav"];["r","w"];5.0;"legendary creature — human soldier";["creature"];"3";"3";"{3}{r}{w}";
"ahn-crop champion";["akh"];["g","w"];4.0;"creature — human warrior";["creature"];"4";"4";"{2}{g}{w}";
"ahn-crop crasher";["akh"];["r"];3.0;"creature — minotaur warrior";["creature"];"3";"2";"{2}{r}";
"aid from the cowl";["aer","paer"];["g"];5.0;"enchantment";["enchantment"];;;"{3}{g}{g}";
"aim high";["bbd","soi"];["g"];2.0;"instant";["instant"];;;"{1}{g}";
"ainok artillerist";["dtk"];["g"];3.0;"creature — hound archer";["creature"];"4";"1";"{2}{g}";
"ainok bond-kin";["ima","ktk"];["w"];2.0;"creature — hound soldier";["creature"];"2";"1";"{1}{w}";
"ainok guide";["frf"];["g"];2.0;"creature — hound scout";["creature"];"1";"1";"{1}{g}";
"ainok survivalist";["a25","dtk"];["g"];2.0;"creature — hound shaman";["creature"];"2";"1";"{1}{g}";
"ainok tracker";["ktk","prm","ugin"];["r"];6.0;"creature — hound scout";["creature"];"3";"3";"{5}{r}";
"air bladder";["nem"];["u"];1.0;"enchantment — aura";["enchantment"];;;"{u}";
"air elemental";["10e","2ed","3ed","4ed","5ed","6ed","7ed","8ed","9ed","brb","btd","ced","cei","dd2","dpa","fbb","gnt","jvc","lea","leb","m10","m19","me4","p02","ps11","s99","sum","w17","xln"];["u"];5.0;"creature — elemental";["creature"];"4";"4";"{3}{u}{u}";
"air servant";["cns","m11","m14","mm2","w16"];["u"];5.0;"creature — elemental";["creature"];"4";"3";"{4}{u}";
"airborne aid";["ons"];["u"];4.0;"sorcery";["sorcery"];;;"{3}{u}";
"airdrop aeronauts";["aer"];["w"];5.0;"creature — dwarf scout";["creature"];"4";"3";"{3}{w}{w}";
"airdrop condor";["ons"];["r"];5.0;"creature — bird";["creature"];"2";"2";"{4}{r}";
"aisling leprechaun";["leg","prm"];["g"];1.0;"creature — faerie";["creature"];"1";"1";"{g}";
"ajani goldmane";["lrw","m10","m11","ppro","prm"];["w"];4.0;"legendary planeswalker — ajani";["planeswalker"];;;"{2}{w}{w}";
"ajani steadfast";["m15","ps14"];["w"];4.0;"legendary planeswalker — ajani";["planeswalker"];;;"{3}{w}";
"ajani unyielding";["aer","paer"];["g","w"];6.0;"legendary planeswalker — ajani";["planeswalker"];;;"{4}{g}{w}";
"ajani vengeant";["ala","ddh","ppre","prm"];["r","w"];4.0;"legendary planeswalker — ajani";["planeswalker"];;;"{2}{r}{w}";
"ajani's aid";["aer"];["g","w"];4.0;"enchantment";["enchantment"];;;"{2}{g}{w}";
"ajani's chosen";["c15","c18","m14"];["w"];4.0;"creature — cat soldier";["creature"];"3";"3";"{2}{w}{w}";
"ajani's comrade";["aer"];["g"];2.0;"creature — elf soldier";["creature"];"2";"2";"{1}{g}";
"ajani's influence";["m19"];["w"];4.0;"sorcery";["sorcery"];;;"{2}{w}{w}";
"ajani's last stand";["m19","pm19"];["w"];4.0;"enchantment";["enchantment"];;;"{2}{w}{w}";
"ajani's mantra";["ddh","m11"];["w"];2.0;"enchantment";["enchantment"];;;"{1}{w}";
"ajani's presence";["jou"];["w"];1.0;"instant";["instant"];;;"{w}";
"ajani's pridemate";["c13","ddh","ima","m11","m15","m19"];["w"];2.0;"creature — cat soldier";["creature"];"2";"2";"{1}{w}";
"ajani's sunstriker";["cns","m13"];["w"];2.0;"creature — cat cleric";["creature"];"2";"2";"{w}{w}";
"ajani's welcome";["m19"];["w"];1.0;"enchantment";["enchantment"];;;"{w}";
"ajani, adversary of tyrants";["m19","pm19"];["w"];4.0;"legendary planeswalker — ajani";["planeswalker"];;;"{2}{w}{w}";
"ajani, caller of the pride";["m13","m14","psdc"];["w"];3.0;"legendary planeswalker — ajani";["planeswalker"];;;"{1}{w}{w}";
